dt,xi_x,xi_y,xi_z,dot_xi_x,dot_xi_y,dot_xi_z
0.01,-0.00643258,-0.00643109,3.95586,0.255436,0.255312,1.01337
0.01,-0.00637284,-0.00637149,3.95615,0.250699,0.250588,0.996319
0.01,-0.00631497,-0.00631352,3.95643,0.24642,0.246305,0.979509
0.01,-0.00625818,-0.00625663,3.95671,0.24243,0.242312,0.963092
0.01,-0.00620216,-0.00620074,3.95699,0.238662,0.238559,0.946821
0.01,-0.00614665,-0.00614536,3.95726,0.235072,0.234977,0.930903
0.01,-0.00609167,-0.00609051,3.95752,0.231879,0.231789,0.915246
0.01,-0.00603656,-0.00603552,3.95778,0.228881,0.228795,0.899849
0.01,-0.00598116,-0.00598024,3.95804,0.226012,0.225929,0.884698
0.01,-0.00592534,-0.00592453,3.95829,0.223475,0.223397,0.869742
0.01,-0.00586875,-0.00586782,3.95854,0.221081,0.220992,0.855159
0.01,-0.0058111,-0.00581026,3.95879,0.21875,0.218673,0.84073
0.01,-0.00575256,-0.00575158,3.95903,0.216472,0.216389,0.826599
0.01,-0.0056931,-0.00569198,3.95926,0.214463,0.214378,0.812729
0.01,-0.00563221,-0.00563094,3.95949,0.212521,0.212437,0.799146
0.01,-0.00556991,-0.00556849,3.95972,0.210838,0.210754,0.785707
0.01,-0.00550573,-0.00550415,3.95994,0.209195,0.209111,0.772492
0.01,-0.00543973,-0.00543824,3.96017,0.207534,0.207465,0.759453
0.01,-0.005372,-0.00537059,3.96038,0.205829,0.205763,0.746763
0.01,-0.00530286,-0.0053013,3.96059,0.204072,0.203997,0.734203
0.01,-0.00523218,-0.0052307,3.9608,0.202237,0.202169,0.721872
0.01,-0.0051603,-0.00515891,3.96101,0.200596,0.200534,0.709623
0.01,-0.0050868,-0.00508549,3.96121,0.198937,0.198876,0.697701
0.01,-0.00501183,-0.00501036,3.96141,0.197474,0.1974,0.685923
0.01,-0.00493498,-0.00493336,3.96161,0.195696,0.195617,0.674363
0.01,-0.00485702,-0.00485524,3.9618,0.194037,0.193955,0.663004
0.01,-0.00477753,-0.00477583,3.96199,0.192305,0.192235,0.651962
0.01,-0.00469671,-0.0046951,3.96218,0.190454,0.190388,0.641028
0.01,-0.00461502,-0.00461326,3.96236,0.188477,0.188399,0.630177
0.01,-0.00453242,-0.00453075,3.96254,0.186345,0.186274,0.619612
0.01,-0.00444937,-0.00444779,3.96272,0.184374,0.184307,0.609115
0.01,-0.00436546,-0.00436398,3.96289,0.182321,0.182254,0.598882
0.01,-0.00428095,-0.00427956,3.96306,0.180123,0.180056,0.588845
0.01,-0.00419611,-0.00419481,3.96323,0.177755,0.177688,0.579024
0.01,-0.00411118,-0.00410998,3.96339,0.175201,0.175135,0.569284
0.01,-0.00402669,-0.00402558,3.96356,0.172809,0.172744,0.55969
0.01,-0.00394221,-0.00394095,3.96372,0.170307,0.17023,0.550284
0.01,-0.00385805,-0.00385664,3.96387,0.167627,0.167545,0.540966
0.01,-0.00377453,-0.00377297,3.96403,0.1651,0.165016,0.531813
0.01,-0.00369121,-0.00368974,3.96418,0.162439,0.162367,0.522945
0.01,-0.00360846,-0.00360708,3.96433,0.159569,0.159503,0.514073
0.01,-0.00352687,-0.00352557,3.96448,0.156862,0.156797,0.505499
0.01,-0.00344601,-0.00344456,3.96462,0.153999,0.153922,0.496979
0.01,-0.00336627,-0.00336468,3.96476,0.150901,0.150817,0.488635
0.01,-0.00328808,-0.00328657,3.9649,0.147946,0.147874,0.480419
0.01,-0.00321121,-0.00320956,3.96504,0.144818,0.144736,0.472434
0.01,-0.0031359,-0.00313434,3.96517,0.141846,0.141774,0.464423
0.01,-0.00306193,-0.00306046,3.96531,0.138683,0.138614,0.456519
0.01,-0.00298981,-0.00298843,3.96544,0.135685,0.135618,0.448785
0.01,-0.00291933,-0.00291781,3.96556,0.132476,0.132395,0.441362
0.01,-0.00285081,-0.00284938,3.96569,0.129415,0.129342,0.433957
0.01,-0.00278404,-0.00278271,3.96581,0.1266,0.126531,0.426684
0.01,-0.00271862,-0.00271738,3.96594,0.123556,0.123489,0.419475
0.01,-0.00265539,-0.00265401,3.96605,0.120676,0.120595,0.412519
0.01,-0.00259372,-0.00259243,3.96617,0.117491,0.117418,0.405521
0.01,-0.00253452,-0.00253332,3.96629,0.114446,0.114378,0.398643
0.01,-0.00247735,-0.00247601,3.9664,0.111629,0.111548,0.391965
0.01,-0.00242182,-0.00242057,3.96651,0.108501,0.10843,0.385451
0.01,-0.0023687,-0.00236754,3.96662,0.1055,0.105432,0.378912
0.01,-0.00231781,-0.00231675,3.96673,0.10273,0.102665,0.372583
0.01,-0.00226876,-0.00226754,3.96684,0.100209,0.100131,0.366367
0.01,-0.00222117,-0.00221981,3.96694,0.0973234,0.0972411,0.360039
0.01,-0.00217596,-0.00217468,3.96705,0.0945407,0.0944701,0.353985
0.01,-0.00213272,-0.00213153,3.96715,0.091955,0.0918899,0.34799
0.01,-0.00209133,-0.00208998,3.96725,0.089611,0.0895337,0.342113
0.01,-0.00205119,-0.00204993,3.96734,0.0874867,0.0874184,0.336356
0.01,-0.00201221,-0.00201104,3.96744,0.0849193,0.0848551,0.330672
0.01,-0.00197548,-0.0019744,3.96754,0.0824173,0.0823548,0.325048
0.01,-0.00194088,-0.00193964,3.96763,0.0801004,0.0800249,0.319667
0.01,-0.00190781,-0.00190666,3.96772,0.0779797,0.0779134,0.314326
0.01,-0.00187619,-0.00187489,3.96781,0.0760793,0.0760023,0.308969
0.01,-0.0018455,-0.00184428,3.9679,0.0743711,0.0743044,0.303734
0.01,-0.00181567,-0.00181453,3.96798,0.0728659,0.0728033,0.298703
0.01,-0.00178645,-0.0017854,3.96807,0.0707793,0.0707182,0.293692
0.01,-0.00175916,-0.0017582,3.96815,0.0686952,0.0686361,0.288816
0.01,-0.0017335,-0.00173261,3.96823,0.0667392,0.0666812,0.283946
0.01,-0.00170939,-0.00170858,3.96831,0.0649674,0.0649106,0.279232
0.01,-0.00168631,-0.00168559,3.96839,0.0633662,0.063311,0.274475
0.01,-0.00166425,-0.0016636,3.96847,0.0619508,0.0618979,0.2699
0.01,-0.00164271,-0.00164214,3.96855,0.0606927,0.0606415,0.265279
0.01,-0.00162171,-0.0016212,3.96863,0.0596025,0.0595535,0.260821
0.01,-0.00160103,-0.00160059,3.9687,0.0586632,0.0586165,0.25649
0.01,-0.00158047,-0.00158009,3.96877,0.0578633,0.057819,0.252265
0.01,-0.00155984,-0.00155953,3.96884,0.0571918,0.0571498,0.247921
0.01,-0.00153897,-0.00153872,3.96892,0.0566394,0.0565998,0.243698
0.01,-0.00151771,-0.00151751,3.96899,0.0552878,0.0552511,0.239613
0.01,-0.00149777,-0.00149762,3.96905,0.0538397,0.0538058,0.235576
0.01,-0.00147891,-0.0014788,3.96912,0.0524494,0.0524185,0.231622
0.01,-0.00146113,-0.00146083,3.96919,0.0511877,0.0511455,0.227772
0.01,-0.00144399,-0.00144372,3.96925,0.0500481,0.0500168,0.223902
0.01,-0.00142727,-0.00142704,3.96932,0.0490368,0.0490106,0.220159
0.01,-0.00141104,-0.00141084,3.96938,0.0481645,0.0481419,0.216465
0.01,-0.00139511,-0.00139494,3.96944,0.047417,0.047397,0.212755
0.01,-0.00137909,-0.00137895,3.9695,0.046769,0.0467511,0.209158
0.01,-0.00136306,-0.00136294,3.96956,0.0462346,0.0462186,0.205724
0.01,-0.00134688,-0.00134678,3.96962,0.045801,0.045787,0.202302
0.01,-0.00133042,-0.00133033,3.96968,0.0454585,0.0454463,0.198908
0.01,-0.00131331,-0.00131325,3.96973,0.0451737,0.0451632,0.195483
0.01,-0.00129572,-0.00129567,3.96979,0.0449632,0.0449548,0.1923
0.01,-0.00127755,-0.00127751,3.96984,0.0448203,0.0448137,0.189055
0.01,-0.00125871,-0.00125868,3.9699,0.0447419,0.044737,0.185832
0.01,-0.00123912,-0.00123886,3.96995,0.0447269,0.0447093,0.18279
0.01,-0.00121845,-0.00121819,3.97,0.0447602,0.0447532,0.179688
0.01,-0.00119685,-0.00119659,3.97005,0.0448645,0.0448627,0.17654
0.01,-0.00117424,-0.00117397,3.9701,0.0450341,0.0450352,0.173635
0.01,-0.00115028,-0.00115001,3.97016,0.0440515,0.0440553,0.170648
0.01,-0.0011276,-0.00112732,3.9702,0.042858,0.0428638,0.167806
0.01,-0.00110601,-0.00110572,3.97025,0.0416556,0.0416629,0.164896
0.01,-0.00108533,-0.00108504,3.9703,0.0405201,0.0405289,0.162184
0.01,-0.00106564,-0.00106533,3.97034,0.0394924,0.0395021,0.15955
0.01,-0.00104653,-0.0010462,3.97039,0.0385552,0.0385659,0.156789
0.01,-0.00102786,-0.00102752,3.97044,0.0377124,0.0377238,0.154175
0.01,-0.00100949,-0.00100913,3.97048,0.0369616,0.0369737,0.151654
0.01,-0.000991533,-0.000991159,3.97052,0.0363129,0.0363254,0.149081
0.01,-0.00097363,-0.000973238,3.97056,0.0357376,0.0357502,0.146573
0.01,-0.000955905,-0.000955495,3.9706,0.0352503,0.035263,0.144203
0.01,-0.000938017,-0.000937589,3.97065,0.0348249,0.0348373,0.141678
0.01,-0.000920106,-0.000919661,3.97069,0.0344764,0.0344886,0.139262
0.01,-0.000901844,-0.000901382,3.97073,0.0341658,0.0341774,0.136956
0.01,-0.000883414,-0.000882936,3.97077,0.0339081,0.0339193,0.134706
0.01,-0.000864522,-0.000864029,3.9708,0.0336812,0.0336916,0.132478
0.01,-0.000845352,-0.000844844,3.97084,0.0335046,0.0335144,0.130153
0.01,-0.000825608,-0.000825088,3.97088,0.0333581,0.0333671,0.127953
0.01,-0.000805473,-0.000804941,3.97092,0.0332621,0.0332703,0.125773
0.01,-0.00078489,-0.000784108,3.97095,0.0332103,0.0332032,0.123644
0.01,-0.000763564,-0.000762772,3.97099,0.0331862,0.0331867,0.121594
0.01,-0.000741676,-0.000740876,3.97102,0.0332115,0.0332143,0.119574
0.01,-0.000718932,-0.000718126,3.97106,0.0332662,0.0332691,0.11758
0.01,-0.000695514,-0.000694703,3.97109,0.0333708,0.0333728,0.115638
0.01,-0.000671127,-0.000670314,3.97112,0.0335044,0.0335052,0.113724
0.01,-0.000645954,-0.000645141,3.97115,0.0308118,0.0308144,0.111801
0.01,-0.000625858,-0.00062504,3.97119,0.0275184,0.0275236,0.109943
0.01,-0.000610473,-0.000609646,3.97122,0.0241315,0.0241394,0.108048
0.01,-0.000599688,-0.00059861,3.97125,0.0208607,0.0208568,0.106271
0.01,-0.000592938,-0.000591843,3.97128,0.0177539,0.0177611,0.104433
0.01,-0.000590147,-0.000589032,3.97131,0.014852,0.0148647,0.102691
0.01,-0.000591259,-0.000589883,3.97134,0.0121644,0.0121663,0.100874
0.01,-0.000595757,-0.000594355,3.97137,0.00965997,0.00967278,0.0991449
0.01,-0.000603375,-0.000601945,3.9714,0.00733463,0.00735262,0.0976057
0.01,-0.000614101,-0.000612641,3.97142,0.00519487,0.00521583,0.0959539
0.01,-0.0006277,-0.000626209,3.97145,0.00322371,0.00324656,0.0944128
0.01,-0.000643949,-0.000642424,3.97148,0.00140895,0.00143306,0.0927744
0.01,-0.000662636,-0.000661076,3.9715,-0.000259474,-0.000234146,0.0911732
0.01,-0.000683803,-0.000681967,3.97153,-0.00177591,-0.00176403,0.0895786
0.01,-0.000707022,-0.000705149,3.97156,-0.00317141,-0.00315022,0.0881519
0.01,-0.000732118,-0.000730206,3.97158,-0.00158238,-0.00156464,0.0867023
0.01,-0.000753266,-0.000751092,3.97161,0.000761773,0.000757992,0.0851851
0.01,-0.000770173,-0.000767989,3.97163,0.00330479,0.00330041,0.0836906
0.01,-0.000783253,-0.000781073,3.97165,0.00586933,0.00585885,0.0823717
0.01,-0.000792676,-0.000790277,3.97168,0.00837291,0.00834041,0.0809631
0.01,-0.00079837,-0.000796001,3.9717,0.0107712,0.0107385,0.0795765
0.01,-0.00080049,-0.000798166,3.97172,0.0130629,0.0130249,0.0783215
0.01,-0.000799189,-0.000796922,3.97174,0.01525,0.015205,0.0770283
0.01,-0.000794614,-0.000792415,3.97177,0.0173354,0.0172835,0.0756388
0.01,-0.000786666,-0.000784545,3.97179,0.0193087,0.0192501,0.0744991
0.01,-0.00077572,-0.000773686,3.97181,0.0211964,0.0211315,0.0732632
0.01,-0.000761667,-0.000759729,3.97183,0.0229826,0.0229122,0.0719309
0.01,-0.000744631,-0.000742797,3.97185,0.0246773,0.024602,0.070797
0.01,-0.000724734,-0.00072301,3.97187,0.0262869,0.0262072,0.0695591
0.01,-0.00070209,-0.000700481,3.97189,0.0278155,0.027732,0.0683441
0.01,-0.000676809,-0.000675321,3.97191,0.0292668,0.0291802,0.0672455
0.01,-0.000648998,-0.000647396,3.97193,0.0277786,0.0276813,0.0660954
0.01,-0.000624654,-0.000623167,3.97195,0.0255923,0.0255089,0.0650616
0.01,-0.000603535,-0.000602153,3.97197,0.0232242,0.02315,0.0639238
0.01,-0.00058541,-0.000584126,3.97198,0.020876,0.0208089,0.062911
0.01,-0.0005703,-0.000569104,3.972,0.018638,0.018577,0.0618677
0.01,-0.000557995,-0.000556881,3.97202,0.0165276,0.0164721,0.0607071
0.01,-0.000548299,-0.000547259,3.97204,0.0145474,0.014497,0.0597372
0.01,-0.000541024,-0.000540051,3.97205,0.0126944,0.0126488,0.0586491
0.01,-0.000535992,-0.00053508,3.97207,0.0109636,0.0109222,0.0577154
0.01,-0.000533035,-0.000532178,3.97209,0.00934897,0.00931181,0.0566406
0.01,-0.000532232,-0.000531424,3.9721,0.00785906,0.00782581,0.0557499
0.01,-0.000533193,-0.000532429,3.97212,0.00646523,0.00643557,0.0547409
0.01,-0.000536014,-0.000535289,3.97214,0.00518131,0.00515497,0.0538864
0.01,-0.000540558,-0.000539868,3.97215,0.00399532,0.00397222,0.0528688
0.01,-0.0005467,-0.000546039,3.97217,0.00289969,0.00287956,0.0520058
0.01,-0.000554316,-0.000553682,3.97218,0.00188838,0.00187105,0.0512514
0.01,-0.000563294,-0.000562682,3.9722,0.00095636,0.000941619,0.0503645
0.01,-0.000573525,-0.000572932,3.97221,9.90108e-05,8.66242e-05,0.0495577
0.01,-0.000584908,-0.000584331,3.97222,-0.000688069,-0.000698205,0.0486546
0.01,-0.000597347,-0.000596782,3.97224,-0.00140887,-0.00141685,0.0479145
0.01,-0.000610752,-0.000610197,3.97225,-0.00206729,-0.00207335,0.0470333
0.01,-0.000625275,-0.000624728,3.97227,-0.00265263,-0.00265698,0.0462255
0.01,-0.0006406,-0.000640057,3.97228,-0.00319139,-0.00319405,0.045557
0.01,-0.00065665,-0.000656109,3.97229,-0.00368172,-0.0036828,0.0447178
0.01,-0.000673594,-0.000673053,3.9723,-0.00411037,-0.00411009,0.0440197
0.01,-0.000691126,-0.000690584,3.97232,-0.00450245,-0.00450084,0.0431805
0.01,-0.000709423,-0.000708878,3.97233,-0.00197701,-0.0019765,0.0424814
0.01,-0.000722296,-0.000721751,3.97234,0.00120547,0.00120439,0.0418701
0.01,-0.000729791,-0.000729249,3.97235,0.00452123,0.0045184,0.0410442
0.01,-0.000732419,-0.000731882,3.97236,0.00779429,0.00778975,0.0404034
0.01,-0.000730202,-0.000729672,3.97238,0.0109308,0.0109246,0.0397902
0.01,-0.000723388,-0.000722631,3.97239,0.013912,0.0138899,0.039052
0.01,-0.000711978,-0.000711232,3.9724,0.0167214,0.0167055,0.0384607
0.01,-0.000696673,-0.000695944,3.97241,0.019399,0.0193839,0.0378466
0.01,-0.000677214,-0.000676504,3.97242,0.0219078,0.0218916,0.0371885
0.01,-0.000653806,-0.00065312,3.97243,0.0214013,0.0213863,0.0365448
0.01,-0.000632541,-0.000631875,3.97244,0.020128,0.0201145,0.0359888
0.01,-0.000613267,-0.000612619,3.97245,0.0186091,0.0185973,0.0353298
0.01,-0.000596316,-0.000595683,3.97246,0.0170787,0.0170685,0.0347519
0.01,-0.000581074,-0.000580454,3.97247,0.0155706,0.015562,0.0342398
0.01,-0.000567886,-0.000567278,3.97248,0.0141527,0.0141455,0.0335722
0.01,-0.000556152,-0.000555552,3.97249,0.0127924,0.0127865,0.0330086
0.01,-0.000546228,-0.000545636,3.9725,0.0115314,0.0115268,0.0324802
0.01,-0.000537527,-0.00053694,3.97251,0.0103267,0.0103233,0.0320101
0.01,-0.000530417,-0.000529834,3.97252,0.00921622,0.00921387,0.0313864
0.01,-0.000524797,-0.000524217,3.97253,0.00818418,0.00818285,0.0308428
0.01,-0.000520094,-0.000519515,3.97253,0.00719361,0.00719321,0.0304022
0.01,-0.000516693,-0.000516113,3.97254,0.00628501,0.00628543,0.029829
0.01,-0.000514507,-0.000513926,3.97255,0.00544394,0.00544518,0.0292778
0.01,-0.000513453,-0.00051287,3.97256,0.00466291,0.00466485,0.0288296
0.01,-0.000513454,-0.000512868,3.97257,0.00393709,0.00393969,0.0283804
0.01,-0.000514436,-0.000513846,3.97258,0.0032629,0.0032661,0.027813
0.01,-0.000516329,-0.000515734,3.97259,0.00263739,0.00264113,0.0273638
0.01,-0.00051859,-0.000518466,3.97259,0.00202911,0.00206192,0.026885
0.01,-0.000521633,-0.000521502,3.9726,0.00148132,0.00149743,0.026494
0.01,-0.000525399,-0.000525261,3.97261,0.000981323,0.000990983,0.0259924
0.01,-0.000529832,-0.000529687,3.97262,0.000523042,0.000530321,0.0254984
0.01,-0.000534879,-0.000534726,3.97262,0.00010211,0.000108629,0.0250778
0.01,-0.000540491,-0.000540329,3.97263,-0.000284091,-0.000277728,0.0246925
0.01,-0.000547097,-0.000546927,3.97264,-0.00060907,-0.00060264,0.0243883
0.01,-0.000554177,-0.000553998,3.97265,-0.000920694,-0.000914086,0.0238552
0.01,-0.000561689,-0.000561501,3.97265,-0.00121043,-0.00120364,0.0234337
0.01,-0.000569595,-0.000569396,3.97266,-0.00149116,-0.00148422,0.0230703
0.01,-0.000577888,-0.000577679,3.97267,-0.00176566,-0.00175855,0.0226917
0.01,-0.000586562,-0.000586344,3.97267,-0.0020347,-0.00202744,0.0224371
0.01,-0.000595612,-0.000595383,3.97268,-0.00229828,-0.00229089,0.0219259
0.01,-0.000605028,-0.000604789,3.97268,-0.0025561,-0.00254856,0.0215845
0.01,-0.000614804,-0.000614553,3.97269,-0.00280763,-0.00280003,0.0212202
0.01,-0.000624929,-0.000624668,3.9727,-0.00305253,-0.00304485,0.0208626
0.01,-0.000635871,-0.000635599,3.9727,-0.00326165,-0.00325387,0.0206079
0.01,-0.000647142,-0.000646859,3.97271,-0.0034803,-0.00347249,0.0201616
0.01,-0.000658732,-0.000658438,3.97271,-0.00369772,-0.00368984,0.0197535
0.01,-0.000670629,-0.000670324,3.97272,-0.00390933,-0.00390146,0.0193958
0.01,-0.00068282,-0.000682504,3.97273,-0.00411312,-0.00410521,0.0191269
0.01,-0.000695292,-0.000694965,3.97273,-0.00430795,-0.00430005,0.0188856
0.01,-0.000708509,-0.000708171,3.97273,-0.00159036,-0.00158381,0.0186291
0.01,-0.000716067,-0.00071572,3.97274,0.00175903,0.00176386,0.0181665
0.01,-0.000717793,-0.000717441,3.97275,0.00520873,0.00521182,0.0178232
0.01,-0.000714458,-0.000714103,3.97275,0.00860902,0.00861028,0.0175533
0.01,-0.000706342,-0.000705986,3.97276,0.0118768,0.0118763,0.0172529
0.01,-0.000693233,-0.000692879,3.97276,0.0149553,0.0149532,0.0170412
0.01,-0.000675386,-0.000675036,3.97277,0.0178557,0.0178519,0.016799
0.01,-0.00065352,-0.000653177,3.97277,0.0177517,0.0177478,0.0165491
0.01,-0.000633282,-0.000632944,3.97278,0.0168429,0.0168393,0.0161743
0.01,-0.000614552,-0.00061422,3.97278,0.0156601,0.015657,0.0159035
0.01,-0.000597695,-0.000597367,3.97278,0.0144423,0.0144397,0.015625
0.01,-0.000582124,-0.000581799,3.97279,0.0132256,0.0132234,0.0153313
0.01,-0.000568213,-0.000567891,3.97279,0.0120794,0.0120777,0.0151262
0.01,-0.000555387,-0.000555067,3.9728,0.0109725,0.0109711,0.0149565
0.01,-0.00054403,-0.000543711,3.9728,0.00994748,0.00994652,0.0147638
0.01,-0.000534051,-0.000533734,3.97281,0.00899107,0.00899047,0.0143957
0.01,-0.000524891,-0.000524574,3.97281,0.00806751,0.00806724,0.0140429
0.01,-0.000516944,-0.000516628,3.97281,0.00721804,0.00721807,0.0138597
0.01,-0.000510135,-0.000509819,3.97282,0.00642892,0.00642922,0.0135803
0.01,-0.000504392,-0.000504074,3.97282,0.00569306,0.00569362,0.0133896
0.01,-0.000499167,-0.000498848,3.97283,0.00497758,0.00497838,0.0132341
0.01,-0.000494873,-0.000494553,3.97283,0.00432508,0.0043261,0.0130558
0.01,-0.000491448,-0.000491126,3.97283,0.00372264,0.00372385,0.0128927
0.01,-0.000488832,-0.000488509,3.97284,0.00316378,0.00316517,0.0125008
0.01,-0.000486971,-0.000486645,3.97284,0.00264467,0.00264623,0.0122585
0.01,-0.00048581,-0.000485483,3.97285,0.00216257,0.00216427,0.0120592
0.01,-0.000485301,-0.000484971,3.97285,0.00171524,0.00171707,0.0117788
0.01,-0.000485396,-0.000485064,3.97285,0.00130073,0.00130266,0.0116606
0.01,-0.000486051,-0.000485715,3.97286,0.000917178,0.000919208,0.011446
0.01,-0.000487222,-0.000486884,3.97286,0.000562845,0.000564979,0.0112896
0.01,-0.000488871,-0.000488529,3.97286,0.000236392,0.000238609,0.0111256
0.01,-0.000490959,-0.000490614,3.97286,-6.41439e-05,-6.18603e-05,0.011035
0.01,-0.00049345,-0.000493102,3.97287,-0.000355855,-0.000353493,0.0108404
0.01,-0.000496344,-0.000495993,3.97287,-0.000643143,-0.000640726,0.0105438
0.01,-0.000499639,-0.000499284,3.97287,-0.000927437,-0.000924954,0.0103664
0.01,-0.000503332,-0.000502974,3.97288,-0.00120896,-0.00120643,0.0101509
0.01,-0.00050742,-0.000507058,3.97288,-0.00148747,-0.00148488,0.00994301
0.01,-0.000511897,-0.000511532,3.97288,-0.00176254,-0.00175991,0.009758
0.01,-0.00051676,-0.00051639,3.97289,-0.00203367,-0.00203101,0.00963116
0.01,-0.000522001,-0.000521628,3.97289,-0.00230033,-0.00229763,0.0094738
0.01,-0.000527615,-0.000527238,3.97289,-0.00256202,-0.00255929,0.00932407
0.01,-0.000533594,-0.000533213,3.97289,-0.00281819,-0.00281544,0.00923252
0.01,-0.000540406,-0.000540021,3.9729,-0.00303973,-0.00303696,0.00914097
0.01,-0.000547566,-0.000547177,3.9729,-0.00327192,-0.00326915,0.00903416
0.01,-0.000555065,-0.000554672,3.9729,-0.00350397,-0.00350119,0.00891209
0.01,-0.000562891,-0.000562495,3.9729,-0.0037313,-0.00372852,0.0086956
0.01,-0.000571035,-0.000570635,3.97291,-0.00395178,-0.00394901,0.00842094
0.01,-0.000579485,-0.00057908,3.97291,-0.00416433,-0.00416157,0.00825024
0.01,-0.000588705,-0.000588297,3.97291,-0.00433964,-0.00433689,0.00813007
0.01,-0.000598206,-0.000597794,3.97291,-0.00452296,-0.00452023,0.00798035
0.01,-0.000607975,-0.000607559,3.97292,-0.00470358,-0.00470089,0.0077858
0.01,-0.000617997,-0.000617577,3.97292,-0.00487698,-0.00487432,0.00773144
0.01,-0.000628259,-0.000627835,3.97292,-0.00504117,-0.00503854,0.00757313
0.01,-0.000639222,-0.000638795,3.97292,-0.00516654,-0.00516394,0.00751114
0.01,-0.000650395,-0.000649964,3.97292,-0.00529827,-0.00529573,0.00740337
0.01,-0.000661761,-0.000661327,3.97293,-0.0054257,-0.0054232,0.00731087
0.01,-0.000673306,-0.000672868,3.97293,-0.00554439,-0.00554197,0.00721836
0.01,-0.000685011,-0.00068457,3.97293,-0.00565245,-0.00565008,0.0071106
0.01,-0.000697338,-0.000696894,3.97293,-0.00572037,-0.00571807,0.007061
0.01,-0.000709792,-0.000709345,3.97293,-0.0029243,-0.00292389,0.00702667
0.01,-0.000716453,-0.000716006,3.97294,0.000509489,0.000507623,0.00672054
0.01,-0.000717635,-0.000717193,3.97294,0.00407148,0.00406727,0.00656986
0.01,-0.000713638,-0.000713203,3.97294,0.00756357,0.00755716,0.00640488
0.01,-0.00070427,-0.000703846,3.97294,0.0108836,0.010875,0.00629902
0.01,-0.000690283,-0.000689872,3.97295,0.0140531,0.0140426,0.00611973
0.01,-0.000671459,-0.000671064,3.97295,0.0141646,0.0141539,0.00606537
0.01,-0.00065394,-0.000653561,3.97295,0.0134713,0.013461,0.00595856
0.01,-0.000638101,-0.000637736,3.97295,0.0125261,0.0125164,0.00580692
0.01,-0.000623367,-0.000623015,3.97295,0.011491,0.0114819,0.00576687
0.01,-0.00061012,-0.000609781,3.97295,0.0104861,0.0104775,0.00567341
0.01,-0.000598274,-0.000597946,3.97296,0.00952899,0.00952099,0.00559521
0.01,-0.000587265,-0.000586949,3.97296,0.00859636,0.00858889,0.00551701
0.01,-0.000577492,-0.000577185,3.97296,0.00773441,0.00772746,0.00549698
0.01,-0.000568877,-0.000568579,3.97296,0.00693143,0.00692498,0.00539589
0.01,-0.000561347,-0.000561059,3.97296,0.00618119,0.00617521,0.00533104
0.01,-0.000554358,-0.000554077,3.97296,0.00545112,0.00544558,0.00525951
0.01,-0.00054832,-0.000548047,3.97296,0.00478399,0.00477886,0.00525475
0.01,-0.000543171,-0.000542905,3.97296,0.00416695,0.00416222,0.00521183
0.01,-0.000538852,-0.000538593,3.97296,0.00359357,0.00358921,0.00516129
