p_x,p_y,p_z,dp_x,dp_y,dp_z,ddp_x,ddp_y,ddp_z,dt
1.005472,1.005472,4.105160,0.040839,0.040839,0.047900,-0.117578,-0.117578,9.233306,0.010000
1.005863,1.005863,4.106045,0.039680,0.039680,0.042268,-0.115949,-0.115949,9.246819,0.010000
1.006242,1.006242,4.106875,0.038536,0.038536,0.036770,-0.114343,-0.114343,9.260149,0.010000
1.006611,1.006611,4.107653,0.037409,0.037409,0.031402,-0.112757,-0.112757,9.273296,0.010000
1.006968,1.006968,4.108379,0.036297,0.036297,0.026165,-0.111191,-0.111191,9.286260,0.010000
1.007315,1.007315,4.109055,0.035200,0.035200,0.021055,-0.109642,-0.109642,9.299043,0.010000
1.007651,1.007651,4.109681,0.034119,0.034119,0.016072,-0.108108,-0.108108,9.311643,0.010000
1.007976,1.007976,4.110259,0.033053,0.033053,0.011213,-0.106589,-0.106589,9.324066,0.010000
1.008291,1.008291,4.110791,0.032003,0.032003,0.006476,-0.105083,-0.105083,9.336304,0.010000
1.008595,1.008595,4.111277,0.030967,0.030967,0.001859,-0.103589,-0.103589,9.348362,0.010000
1.008889,1.008889,4.111718,0.029946,0.029946,-0.002638,-0.102105,-0.102105,9.360243,0.010000
1.009174,1.009174,4.112117,0.028939,0.028939,-0.007019,-0.100630,-0.100630,9.371943,0.010000
1.009448,1.009448,4.112473,0.027948,0.027948,-0.011284,-0.099165,-0.099165,9.383467,0.010000
1.009713,1.009713,4.112788,0.026971,0.026971,-0.015436,-0.097706,-0.097706,9.394814,0.010000
1.009968,1.009968,4.113064,0.026008,0.026008,-0.019476,-0.096254,-0.096254,9.405984,0.010000
1.010214,1.010214,4.113301,0.025060,0.025060,-0.023407,-0.094807,-0.094807,9.416979,0.010000
1.010451,1.010451,4.113500,0.024126,0.024126,-0.027229,-0.093365,-0.093365,9.427798,0.010000
1.010678,1.010678,4.113663,0.023207,0.023207,-0.030944,-0.091927,-0.091927,9.438441,0.010000
1.010897,1.010897,4.113790,0.022302,0.022302,-0.034555,-0.090494,-0.090494,9.448916,0.010000
1.011106,1.011106,4.113882,0.021411,0.021411,-0.038063,-0.089064,-0.089064,9.459217,0.010000
1.011307,1.011307,4.113941,0.020535,0.020535,-0.041469,-0.087637,-0.087637,9.469349,0.010000
1.011500,1.011500,4.113967,0.019673,0.019673,-0.044776,-0.086213,-0.086213,9.479312,0.010000
1.011684,1.011684,4.113962,0.018825,0.018825,-0.047985,-0.084792,-0.084792,9.489106,0.010000
1.011859,1.011859,4.113925,0.017991,0.017991,-0.051098,-0.083371,-0.083371,9.498734,0.010000
1.012027,1.012027,4.113860,0.017172,0.017172,-0.054116,-0.081955,-0.081955,9.508200,0.010000
1.012187,1.012187,4.113765,0.016366,0.016366,-0.057041,-0.080542,-0.080542,9.517497,0.010000
1.012338,1.012338,4.113643,0.015575,0.015575,-0.059875,-0.079131,-0.079131,9.526631,0.010000
1.012483,1.012483,4.113493,0.014798,0.014798,-0.062619,-0.077722,-0.077722,9.535603,0.010000
1.012619,1.012619,4.113318,0.014035,0.014035,-0.065274,-0.076314,-0.076314,9.544415,0.010000
1.012748,1.012748,4.113117,0.013286,0.013286,-0.067844,-0.074908,-0.074908,9.553067,0.010000
1.012870,1.012870,4.112892,0.012551,0.012551,-0.070328,-0.073507,-0.073507,9.561562,0.010000
1.012985,1.012985,4.112643,0.011829,0.011829,-0.072729,-0.072109,-0.072109,9.569900,0.010000
1.013092,1.013092,4.112371,0.011122,0.011122,-0.075048,-0.070715,-0.070715,9.578079,0.010000
1.013193,1.013193,4.112078,0.010429,0.010429,-0.077287,-0.069324,-0.069324,9.586112,0.010000
1.013287,1.013287,4.111763,0.009750,0.009750,-0.079447,-0.067939,-0.067939,9.593986,0.010000
1.013375,1.013375,4.111428,0.009084,0.009084,-0.081530,-0.066555,-0.066555,9.601710,0.010000
1.013456,1.013456,4.111073,0.008432,0.008432,-0.083537,-0.065181,-0.065181,9.609287,0.010000
1.013530,1.013530,4.110699,0.007794,0.007794,-0.085470,-0.063811,-0.063811,9.616714,0.010000
1.013599,1.013599,4.110307,0.007170,0.007170,-0.087330,-0.062446,-0.062446,9.623995,0.010000
1.013662,1.013662,4.109898,0.006559,0.006559,-0.089119,-0.061087,-0.061087,9.631130,0.010000
1.013718,1.013718,4.109471,0.005962,0.005962,-0.090838,-0.059733,-0.059733,9.638124,0.010000
1.013769,1.013769,4.109029,0.005378,0.005378,-0.092488,-0.058388,-0.058388,9.644972,0.010000
1.013814,1.013814,4.108571,0.004807,0.004807,-0.094071,-0.057051,-0.057051,9.651681,0.010000
1.013854,1.013854,4.108098,0.004250,0.004250,-0.095589,-0.055719,-0.055719,9.658254,0.010000
1.013888,1.013888,4.107610,0.003706,0.003706,-0.097042,-0.054399,-0.054399,9.664687,0.010000
1.013917,1.013917,4.107110,0.003175,0.003175,-0.098432,-0.053087,-0.053087,9.670985,0.010000
1.013941,1.013941,4.106596,0.002657,0.002657,-0.099761,-0.051785,-0.051785,9.677148,0.010000
1.013960,1.013960,4.106070,0.002152,0.002152,-0.101029,-0.050492,-0.050492,9.683180,0.010000
1.013975,1.013975,4.105532,0.001660,0.001660,-0.102238,-0.049208,-0.049208,9.689076,0.010000
1.013984,1.013984,4.104983,0.001181,0.001181,-0.103389,-0.047932,-0.047932,9.694847,0.010000
1.013989,1.013989,4.104423,0.000714,0.000714,-0.104485,-0.046668,-0.046668,9.700489,0.010000
1.013989,1.013989,4.103853,0.000260,0.000260,-0.105525,-0.045418,-0.045418,9.706004,0.010000
1.013985,1.013985,4.103274,-0.000182,-0.000182,-0.106511,-0.044179,-0.044179,9.711396,0.010000
1.013977,1.013977,4.102685,-0.000611,-0.000611,-0.107444,-0.042955,-0.042955,9.716664,0.010000
1.013964,1.013964,4.102088,-0.001029,-0.001029,-0.108326,-0.041745,-0.041745,9.721810,0.010000
1.013948,1.013948,4.101483,-0.001434,-0.001434,-0.109157,-0.040545,-0.040545,9.726839,0.010000
1.013928,1.013928,4.100871,-0.001828,-0.001828,-0.109940,-0.039360,-0.039360,9.731746,0.010000
1.013904,1.013904,4.100251,-0.002210,-0.002210,-0.110675,-0.038190,-0.038190,9.736538,0.010000
1.013876,1.013876,4.099624,-0.002580,-0.002580,-0.111363,-0.037031,-0.037031,9.741214,0.010000
1.013845,1.013845,4.098991,-0.002939,-0.002939,-0.112005,-0.035892,-0.035892,9.745777,0.010000
1.013810,1.013810,4.098353,-0.003287,-0.003287,-0.112602,-0.034765,-0.034765,9.750231,0.010000
1.013772,1.013772,4.097709,-0.003623,-0.003623,-0.113157,-0.033655,-0.033655,9.754571,0.010000
1.013731,1.013731,4.097060,-0.003949,-0.003949,-0.113669,-0.032559,-0.032559,9.758803,0.010000
1.013687,1.013687,4.096407,-0.004263,-0.004263,-0.114139,-0.031482,-0.031482,9.762929,0.010000
1.013640,1.013640,4.095749,-0.004568,-0.004568,-0.114570,-0.030420,-0.030420,9.766950,0.010000
1.013590,1.013590,4.095088,-0.004861,-0.004861,-0.114961,-0.029376,-0.029376,9.770865,0.010000
1.013537,1.013537,4.094424,-0.005145,-0.005145,-0.115315,-0.028349,-0.028349,9.774676,0.010000
1.013481,1.013481,4.093757,-0.005418,-0.005418,-0.115631,-0.027337,-0.027337,9.778388,0.010000
1.013423,1.013423,4.093087,-0.005682,-0.005682,-0.115911,-0.026341,-0.026341,9.782002,0.010000
1.013363,1.013363,4.092414,-0.005935,-0.005935,-0.116155,-0.025369,-0.025369,9.785518,0.010000
1.013300,1.013300,4.091740,-0.006180,-0.006180,-0.116366,-0.024411,-0.024411,9.788937,0.010000
1.013234,1.013234,4.091064,-0.006414,-0.006414,-0.116544,-0.023470,-0.023470,9.792259,0.010000
1.013167,1.013167,4.090387,-0.006640,-0.006640,-0.116689,-0.022542,-0.022542,9.795492,0.010000
1.013097,1.013097,4.089709,-0.006856,-0.006856,-0.116802,-0.021636,-0.021636,9.798631,0.010000
1.013026,1.013026,4.089031,-0.007063,-0.007063,-0.116885,-0.020742,-0.020742,9.801680,0.010000
1.012952,1.012952,4.088352,-0.007262,-0.007262,-0.116939,-0.019868,-0.019868,9.804641,0.010000
1.012876,1.012876,4.087672,-0.007452,-0.007452,-0.116964,-0.019013,-0.019013,9.807513,0.010000
1.012799,1.012799,4.086993,-0.007634,-0.007634,-0.116961,-0.018180,-0.018180,9.810301,0.010000
1.012720,1.012720,4.086315,-0.007808,-0.007808,-0.116931,-0.017365,-0.017365,9.813006,0.010000
1.012640,1.012640,4.085637,-0.007973,-0.007973,-0.116875,-0.016565,-0.016565,9.815627,0.010000
1.012558,1.012558,4.084960,-0.008131,-0.008131,-0.116793,-0.015776,-0.015776,9.818165,0.010000
1.012474,1.012474,4.084284,-0.008281,-0.008281,-0.116687,-0.015011,-0.015011,9.820626,0.010000
1.012389,1.012389,4.083610,-0.008424,-0.008424,-0.116557,-0.014268,-0.014268,9.823007,0.010000
1.012303,1.012303,4.082937,-0.008559,-0.008559,-0.116404,-0.013542,-0.013542,9.825310,0.010000
1.012215,1.012215,4.082266,-0.008688,-0.008688,-0.116228,-0.012830,-0.012830,9.827540,0.010000
1.012126,1.012126,4.081597,-0.008809,-0.008809,-0.116031,-0.012140,-0.012140,9.829693,0.010000
1.012037,1.012037,4.080930,-0.008924,-0.008924,-0.115813,-0.011465,-0.011465,9.831776,0.010000
1.011946,1.011946,4.080266,-0.009032,-0.009032,-0.115576,-0.010815,-0.010815,9.833790,0.010000
1.011854,1.011854,4.079605,-0.009134,-0.009134,-0.115318,-0.010174,-0.010174,9.835729,0.010000
1.011761,1.011761,4.078946,-0.009229,-0.009229,-0.115042,-0.009550,-0.009550,9.837599,0.010000
1.011668,1.011668,4.078290,-0.009318,-0.009318,-0.114748,-0.008927,-0.008927,9.839402,0.010000
1.011573,1.011573,4.077638,-0.009402,-0.009402,-0.114437,-0.008341,-0.008341,9.841140,0.010000
1.011478,1.011478,4.076989,-0.009479,-0.009479,-0.114109,-0.007760,-0.007760,9.842812,0.010000
1.011382,1.011382,4.076344,-0.009551,-0.009551,-0.113765,-0.007209,-0.007209,9.844424,0.010000
1.011286,1.011286,4.075702,-0.009618,-0.009618,-0.113405,-0.006671,-0.006671,9.845970,0.010000
1.011189,1.011189,4.075064,-0.009680,-0.009680,-0.113030,-0.006142,-0.006142,9.847455,0.010000
1.011091,1.011091,4.074430,-0.009736,-0.009736,-0.112642,-0.005619,-0.005619,9.848881,0.010000
1.010993,1.010993,4.073800,-0.009787,-0.009787,-0.112239,-0.005114,-0.005114,9.850248,0.010000
1.010894,1.010894,4.073174,-0.009833,-0.009833,-0.111823,-0.004624,-0.004624,9.851559,0.010000
1.010795,1.010795,4.072553,-0.009875,-0.009875,-0.111395,-0.004161,-0.004161,9.852815,0.010000
1.010696,1.010696,4.071936,-0.009912,-0.009912,-0.110955,-0.003707,-0.003707,9.854012,0.010000
1.010596,1.010596,4.071323,-0.009944,-0.009944,-0.110504,-0.003258,-0.003258,9.855161,0.010000
1.010496,1.010496,4.070716,-0.009973,-0.009973,-0.110041,-0.002828,-0.002828,9.856253,0.010000
1.010396,1.010396,4.070113,-0.009997,-0.009997,-0.109568,-0.002415,-0.002415,9.857293,0.010000
1.010296,1.010296,4.069515,-0.010017,-0.010017,-0.109085,-0.001997,-0.001997,9.858283,0.010000
1.010196,1.010196,4.068922,-0.010033,-0.010033,-0.108593,-0.001612,-0.001612,9.859224,0.010000
1.010095,1.010095,4.068334,-0.010045,-0.010045,-0.108092,-0.001235,-0.001235,9.860120,0.010000
1.009995,1.009995,4.067751,-0.010054,-0.010054,-0.107582,-0.000863,-0.000863,9.860967,0.010000
1.009894,1.009894,4.067174,-0.010059,-0.010059,-0.107065,-0.000518,-0.000518,9.861766,0.010000
1.009793,1.009793,4.066602,-0.010061,-0.010061,-0.106539,-0.000171,-0.000171,9.862523,0.010000
1.009693,1.009693,4.066035,-0.010059,-0.010059,-0.106007,0.000154,0.000154,9.863235,0.010000
1.009592,1.009592,4.065473,-0.010055,-0.010055,-0.105468,0.000460,0.000460,9.863904,0.010000
1.009492,1.009492,4.064917,-0.010047,-0.010047,-0.104923,0.000750,0.000750,9.864532,0.010000
1.009392,1.009392,4.064367,-0.010037,-0.010037,-0.104371,0.001055,0.001055,9.865119,0.010000
1.009292,1.009292,4.063822,-0.010023,-0.010023,-0.103815,0.001348,0.001348,9.865666,0.010000
1.009192,1.009192,4.063282,-0.010007,-0.010007,-0.103253,0.001600,0.001600,9.866176,0.010000
1.009092,1.009092,4.062749,-0.009989,-0.009989,-0.102687,0.001845,0.001845,9.866646,0.010000
1.008992,1.008992,4.062221,-0.009968,-0.009968,-0.102116,0.002087,0.002087,9.867080,0.010000
1.008893,1.008893,4.061699,-0.009944,-0.009944,-0.101541,0.002366,0.002366,9.867478,0.010000
1.008794,1.008794,4.061182,-0.009918,-0.009918,-0.100963,0.002606,0.002606,9.867842,0.010000
1.008695,1.008695,4.060672,-0.009890,-0.009890,-0.100381,0.002853,0.002853,9.868172,0.010000
1.008597,1.008597,4.060168,-0.009859,-0.009859,-0.099796,0.003063,0.003063,9.868466,0.010000
1.008499,1.008499,4.059669,-0.009825,-0.009825,-0.099209,0.003339,0.003339,9.868730,0.010000
1.008401,1.008401,4.059176,-0.009790,-0.009790,-0.098619,0.003577,0.003577,9.868962,0.010000
1.008304,1.008304,4.058690,-0.009752,-0.009752,-0.098028,0.003782,0.003782,9.869164,0.010000
1.008207,1.008207,4.058209,-0.009712,-0.009712,-0.097434,0.003954,0.003954,9.869335,0.010000
1.008110,1.008110,4.057734,-0.009671,-0.009671,-0.096840,0.004159,0.004159,9.869478,0.010000
1.008014,1.008014,4.057265,-0.009627,-0.009627,-0.096244,0.004332,0.004332,9.869594,0.010000
1.007918,1.007918,4.056802,-0.009583,-0.009583,-0.095647,0.004476,0.004476,9.869677,0.010000
1.007823,1.007823,4.056345,-0.009537,-0.009537,-0.095049,0.004592,0.004592,9.869739,0.010000
1.007729,1.007729,4.055894,-0.009489,-0.009489,-0.094452,0.004766,0.004766,9.869774,0.010000
1.007635,1.007635,4.055449,-0.009440,-0.009440,-0.093854,0.004911,0.004911,9.869783,0.010000
1.007541,1.007541,4.055010,-0.009390,-0.009390,-0.093256,0.005029,0.005029,9.869769,0.010000
1.007448,1.007448,4.054577,-0.009338,-0.009338,-0.092659,0.005124,0.005124,9.869732,0.010000
1.007355,1.007355,4.054150,-0.009287,-0.009287,-0.092062,0.005195,0.005195,9.869671,0.010000
1.007263,1.007263,4.053729,-0.009232,-0.009232,-0.091466,0.005443,0.005443,9.869589,0.010000
1.007172,1.007172,4.053314,-0.009175,-0.009175,-0.090871,0.005661,0.005661,9.869486,0.010000
1.007081,1.007081,4.052905,-0.009117,-0.009117,-0.090278,0.005850,0.005850,9.869362,0.010000
1.006991,1.006991,4.052501,-0.009057,-0.009057,-0.089686,0.006012,0.006012,9.869218,0.010000
1.006901,1.006901,4.052104,-0.008995,-0.008995,-0.089095,0.006149,0.006149,9.869056,0.010000
1.006812,1.006812,4.051712,-0.008933,-0.008933,-0.088506,0.006262,0.006262,9.868874,0.010000
1.006724,1.006724,4.051326,-0.008869,-0.008869,-0.087920,0.006354,0.006354,9.868673,0.010000
1.006636,1.006636,4.050946,-0.008805,-0.008805,-0.087335,0.006426,0.006426,9.868456,0.010000
1.006549,1.006549,4.050572,-0.008740,-0.008740,-0.086753,0.006480,0.006480,9.868222,0.010000
1.006462,1.006462,4.050204,-0.008675,-0.008675,-0.086173,0.006516,0.006516,9.867973,0.010000
1.006377,1.006377,4.049841,-0.008610,-0.008610,-0.085596,0.006536,0.006536,9.867706,0.010000
1.006292,1.006292,4.049485,-0.008544,-0.008544,-0.085022,0.006541,0.006541,9.867424,0.010000
1.006207,1.006207,4.049134,-0.008479,-0.008479,-0.084451,0.006534,0.006534,9.867128,0.010000
1.006123,1.006123,4.048788,-0.008414,-0.008414,-0.083882,0.006513,0.006513,9.866818,0.010000
1.006040,1.006040,4.048448,-0.008349,-0.008349,-0.083317,0.006481,0.006481,9.866496,0.010000
1.005957,1.005957,4.048114,-0.008285,-0.008285,-0.082756,0.006438,0.006438,9.866161,0.010000
1.005876,1.005876,4.047785,-0.008221,-0.008221,-0.082198,0.006386,0.006386,9.865814,0.010000
1.005794,1.005794,4.047462,-0.008157,-0.008157,-0.081643,0.006325,0.006325,9.865453,0.010000
1.005714,1.005714,4.047144,-0.008095,-0.008095,-0.081092,0.006257,0.006257,9.865083,0.010000
1.005634,1.005634,4.046832,-0.008033,-0.008033,-0.080545,0.006181,0.006181,9.864700,0.010000
1.005554,1.005554,4.046525,-0.007972,-0.007972,-0.080002,0.006099,0.006099,9.864308,0.010000
1.005476,1.005476,4.046224,-0.007912,-0.007912,-0.079463,0.006012,0.006012,9.863906,0.010000
1.005397,1.005397,4.045928,-0.007853,-0.007853,-0.078928,0.005919,0.005919,9.863493,0.010000
1.005320,1.005320,4.045637,-0.007795,-0.007795,-0.078398,0.005822,0.005822,9.863074,0.010000
1.005243,1.005243,4.045352,-0.007735,-0.007735,-0.077871,0.005919,0.005919,9.862646,0.010000
1.005166,1.005166,4.045071,-0.007675,-0.007675,-0.077349,0.006001,0.006001,9.862209,0.010000
1.005090,1.005090,4.044796,-0.007615,-0.007615,-0.076831,0.006068,0.006068,9.861764,0.010000
1.005015,1.005015,4.044526,-0.007553,-0.007553,-0.076318,0.006124,0.006124,9.861311,0.010000
1.004941,1.004941,4.044261,-0.007492,-0.007492,-0.075810,0.006167,0.006167,9.860851,0.010000
1.004867,1.004867,4.044001,-0.007430,-0.007430,-0.075306,0.006199,0.006199,9.860387,0.010000
1.004793,1.004793,4.043746,-0.007368,-0.007368,-0.074807,0.006221,0.006221,9.859915,0.010000
1.004721,1.004721,4.043496,-0.007305,-0.007305,-0.074312,0.006234,0.006234,9.859437,0.010000
1.004648,1.004648,4.043251,-0.007243,-0.007243,-0.073823,0.006239,0.006239,9.858955,0.010000
1.004577,1.004577,4.043010,-0.007180,-0.007180,-0.073338,0.006318,0.006318,9.858467,0.010000
1.004506,1.004506,4.042775,-0.007116,-0.007116,-0.072858,0.006384,0.006384,9.857974,0.010000
1.004436,1.004436,4.042544,-0.007051,-0.007051,-0.072384,0.006439,0.006439,9.857477,0.010000
1.004366,1.004366,4.042317,-0.006987,-0.006987,-0.071914,0.006484,0.006484,9.856977,0.010000
1.004297,1.004297,4.042096,-0.006921,-0.006921,-0.071449,0.006519,0.006519,9.856473,0.010000
1.004229,1.004229,4.041879,-0.006856,-0.006856,-0.070989,0.006545,0.006545,9.855967,0.010000
1.004162,1.004162,4.041666,-0.006790,-0.006790,-0.070535,0.006562,0.006562,9.855454,0.010000
1.004095,1.004095,4.041458,-0.006725,-0.006725,-0.070086,0.006572,0.006572,9.854942,0.010000
1.004029,1.004029,4.041255,-0.006659,-0.006659,-0.069641,0.006575,0.006575,9.854425,0.010000
1.003963,1.003963,4.041055,-0.006593,-0.006593,-0.069202,0.006572,0.006572,9.853906,0.010000
1.003898,1.003898,4.040860,-0.006527,-0.006527,-0.068768,0.006563,0.006563,9.853387,0.010000
1.003834,1.003834,4.040669,-0.006462,-0.006462,-0.068340,0.006547,0.006547,9.852866,0.010000
1.003770,1.003770,4.040483,-0.006396,-0.006396,-0.067916,0.006589,0.006589,9.852343,0.010000
1.003707,1.003707,4.040300,-0.006330,-0.006330,-0.067498,0.006623,0.006623,9.851818,0.010000
1.003645,1.003645,4.040122,-0.006263,-0.006263,-0.067085,0.006649,0.006649,9.851295,0.010000
1.003583,1.003583,4.039948,-0.006197,-0.006197,-0.066677,0.006668,0.006668,9.850769,0.010000
1.003522,1.003522,4.039778,-0.006130,-0.006130,-0.066275,0.006681,0.006681,9.850242,0.010000
1.003462,1.003462,4.039611,-0.006063,-0.006063,-0.065878,0.006688,0.006688,9.849715,0.010000
1.003402,1.003402,4.039449,-0.005996,-0.005996,-0.065486,0.006691,0.006691,9.849190,0.010000
1.003343,1.003343,4.039290,-0.005929,-0.005929,-0.065099,0.006688,0.006688,9.848664,0.010000
1.003285,1.003285,4.039135,-0.005862,-0.005862,-0.064718,0.006680,0.006680,9.848140,0.010000
1.003227,1.003227,4.038984,-0.005796,-0.005796,-0.064342,0.006667,0.006667,9.847615,0.010000
1.003170,1.003170,4.038836,-0.005729,-0.005729,-0.063971,0.006650,0.006650,9.847093,0.010000
1.003114,1.003114,4.038693,-0.005663,-0.005663,-0.063605,0.006628,0.006628,9.846568,0.010000
1.003059,1.003059,4.038553,-0.005597,-0.005597,-0.063245,0.006604,0.006604,9.846045,0.010000
1.003004,1.003004,4.038416,-0.005531,-0.005531,-0.062890,0.006576,0.006576,9.845525,0.010000
1.002949,1.002949,4.038283,-0.005466,-0.005466,-0.062540,0.006546,0.006546,9.845006,0.010000
1.002896,1.002896,4.038153,-0.005401,-0.005401,-0.062195,0.006514,0.006514,9.844489,0.010000
1.002843,1.002843,4.038027,-0.005335,-0.005335,-0.061855,0.006532,0.006532,9.843972,0.010000
1.002790,1.002790,4.037904,-0.005270,-0.005270,-0.061520,0.006492,0.006492,9.843458,0.010000
1.002738,1.002738,4.037784,-0.005206,-0.005206,-0.061191,0.006451,0.006451,9.842946,0.010000
1.002687,1.002687,4.037668,-0.005142,-0.005142,-0.060866,0.006409,0.006409,9.842438,0.010000
1.002637,1.002637,4.037554,-0.005078,-0.005078,-0.060547,0.006365,0.006365,9.841929,0.010000
1.002587,1.002587,4.037444,-0.005015,-0.005015,-0.060233,0.006321,0.006321,9.841426,0.010000
1.002538,1.002538,4.037337,-0.004952,-0.004952,-0.059924,0.006275,0.006275,9.840924,0.010000
1.002489,1.002489,4.037233,-0.004889,-0.004889,-0.059619,0.006282,0.006282,9.840425,0.010000
1.002441,1.002441,4.037132,-0.004827,-0.004827,-0.059320,0.006233,0.006233,9.839928,0.010000
1.002394,1.002394,4.037034,-0.004765,-0.004765,-0.059026,0.006183,0.006183,9.839434,0.010000
1.002347,1.002347,4.036938,-0.004704,-0.004704,-0.058736,0.006134,0.006134,9.838944,0.010000
1.002301,1.002301,4.036846,-0.004643,-0.004643,-0.058452,0.006084,0.006084,9.838457,0.010000
1.002256,1.002256,4.036756,-0.004583,-0.004583,-0.058172,0.006034,0.006034,9.837974,0.010000
1.002211,1.002211,4.036669,-0.004523,-0.004523,-0.057897,0.005985,0.005985,9.837494,0.010000
1.002166,1.002166,4.036584,-0.004463,-0.004463,-0.057627,0.005989,0.005989,9.837018,0.010000
1.002123,1.002123,4.036502,-0.004403,-0.004403,-0.057362,0.005990,0.005990,9.836545,0.010000
1.002079,1.002079,4.036423,-0.004344,-0.004344,-0.057101,0.005936,0.005936,9.836076,0.010000
1.002037,1.002037,4.036346,-0.004285,-0.004285,-0.056845,0.005883,0.005883,9.835611,0.010000
1.001995,1.001995,4.036272,-0.004226,-0.004226,-0.056593,0.005883,0.005883,9.835149,0.010000
1.001953,1.001953,4.036201,-0.004168,-0.004168,-0.056346,0.005828,0.005828,9.834693,0.010000
1.001913,1.001913,4.036131,-0.004110,-0.004110,-0.056104,0.005775,0.005775,9.834238,0.010000
1.001872,1.001872,4.036065,-0.004053,-0.004053,-0.055866,0.005722,0.005722,9.833788,0.010000
1.001833,1.001833,4.036000,-0.003995,-0.003995,-0.055633,0.005723,0.005723,9.833341,0.010000
1.001794,1.001794,4.035937,-0.003939,-0.003939,-0.055404,0.005670,0.005670,9.832900,0.010000
1.001755,1.001755,4.035877,-0.003882,-0.003882,-0.055179,0.005670,0.005670,9.832462,0.010000
1.001717,1.001717,4.035819,-0.003826,-0.003826,-0.054959,0.005616,0.005616,9.832029,0.010000
1.001680,1.001680,4.035763,-0.003770,-0.003770,-0.054743,0.005564,0.005564,9.831601,0.010000
1.001643,1.001643,4.035709,-0.003715,-0.003715,-0.054531,0.005513,0.005513,9.831176,0.010000
1.001606,1.001606,4.035658,-0.003661,-0.003661,-0.054323,0.005463,0.005463,9.830757,0.010000
1.001571,1.001571,4.035608,-0.003606,-0.003606,-0.054120,0.005467,0.005467,9.830340,0.010000
1.001535,1.001535,4.035561,-0.003551,-0.003551,-0.053921,0.005470,0.005470,9.829927,0.010000
1.001501,1.001501,4.035515,-0.003497,-0.003497,-0.053726,0.005418,0.005418,9.829521,0.010000
1.001467,1.001467,4.035471,-0.003443,-0.003443,-0.053534,0.005421,0.005421,9.829119,0.010000
1.001433,1.001433,4.035429,-0.003389,-0.003389,-0.053347,0.005370,0.005370,9.828720,0.010000
1.001400,1.001400,4.035389,-0.003336,-0.003336,-0.053164,0.005320,0.005320,9.828326,0.010000
1.001367,1.001367,4.035350,-0.003283,-0.003283,-0.052985,0.005272,0.005272,9.827937,0.010000
1.001335,1.001335,4.035314,-0.003231,-0.003231,-0.052809,0.005226,0.005226,9.827554,0.010000
1.001304,1.001304,4.035279,-0.003179,-0.003179,-0.052637,0.005181,0.005181,9.827173,0.010000
1.001273,1.001273,4.035245,-0.003128,-0.003128,-0.052469,0.005075,0.005075,9.826797,0.010000
1.001242,1.001242,4.035213,-0.003078,-0.003078,-0.052305,0.005037,0.005037,9.826426,0.010000
1.001212,1.001212,4.035183,-0.003029,-0.003029,-0.052144,0.004937,0.004937,9.826062,0.010000
1.001182,1.001182,4.035155,-0.002980,-0.002980,-0.051987,0.004905,0.004905,9.825701,0.010000
1.001153,1.001153,4.035128,-0.002931,-0.002931,-0.051834,0.004874,0.004874,9.825344,0.010000
1.001125,1.001125,4.035102,-0.002882,-0.002882,-0.051684,0.004844,0.004844,9.824992,0.010000
1.001097,1.001097,4.035078,-0.002834,-0.002834,-0.051538,0.004815,0.004815,9.824645,0.010000
1.001069,1.001069,4.035055,-0.002786,-0.002786,-0.051395,0.004787,0.004787,9.824304,0.010000
1.001042,1.001042,4.035033,-0.002739,-0.002739,-0.051255,0.004760,0.004760,9.823966,0.010000
1.001015,1.001015,4.035013,-0.002691,-0.002691,-0.051119,0.004734,0.004734,9.823631,0.010000
1.000989,1.000989,4.034995,-0.002645,-0.002645,-0.050986,0.004646,0.004646,9.823304,0.010000
1.000963,1.000963,4.034977,-0.002599,-0.002599,-0.050856,0.004626,0.004626,9.822980,0.010000
1.000938,1.000938,4.034961,-0.002553,-0.002553,-0.050729,0.004606,0.004606,9.822660,0.010000
1.000913,1.000913,4.034946,-0.002507,-0.002507,-0.050606,0.004587,0.004587,9.822346,0.010000
