p_x,p_y,p_z,dp_x,dp_y,dp_z,ddp_x,ddp_y,ddp_z,dt
1.000889,1.000889,4.034932,-0.002461,-0.002461,-0.050485,0.004568,0.004568,9.822034,0.010000
1.000865,1.000865,4.034920,-0.002416,-0.002416,-0.050368,0.004550,0.004550,9.821729,0.010000
1.000841,1.000841,4.034908,-0.002370,-0.002370,-0.050254,0.004533,0.004533,9.821426,0.010000
1.000818,1.000818,4.034898,-0.002326,-0.002326,-0.050143,0.004453,0.004453,9.821129,0.010000
1.000795,1.000795,4.034888,-0.002282,-0.002282,-0.050034,0.004378,0.004378,9.820838,0.010000
1.000773,1.000773,4.034880,-0.002239,-0.002239,-0.049929,0.004307,0.004307,9.820552,0.010000
1.000752,1.000752,4.034873,-0.002196,-0.002196,-0.049826,0.004240,0.004240,9.820269,0.010000
1.000730,1.000730,4.034867,-0.002155,-0.002155,-0.049726,0.004177,0.004177,9.819989,0.010000
1.000709,1.000709,4.034862,-0.002113,-0.002113,-0.049629,0.004117,0.004117,9.819714,0.010000
1.000689,1.000689,4.034857,-0.002073,-0.002073,-0.049535,0.004060,0.004060,9.819444,0.010000
1.000669,1.000669,4.034854,-0.002033,-0.002033,-0.049443,0.004007,0.004007,9.819177,0.010000
1.000649,1.000649,4.034852,-0.001993,-0.001993,-0.049354,0.003956,0.003956,9.818915,0.010000
1.000630,1.000630,4.034850,-0.001954,-0.001954,-0.049267,0.003909,0.003909,9.818658,0.010000
1.000611,1.000611,4.034849,-0.001916,-0.001916,-0.049183,0.003864,0.003864,9.818405,0.010000
1.000592,1.000592,4.034849,-0.001877,-0.001877,-0.049101,0.003822,0.003822,9.818156,0.010000
1.000574,1.000574,4.034849,-0.001839,-0.001839,-0.049022,0.003782,0.003782,9.817911,0.010000
1.000556,1.000556,4.034851,-0.001802,-0.001802,-0.048946,0.003745,0.003745,9.817672,0.010000
1.000538,1.000538,4.034853,-0.001765,-0.001765,-0.048871,0.003710,0.003710,9.817436,0.010000
1.000521,1.000521,4.034856,-0.001728,-0.001728,-0.048799,0.003677,0.003677,9.817204,0.010000
1.000505,1.000505,4.034859,-0.001692,-0.001692,-0.048729,0.003647,0.003647,9.816976,0.010000
1.000488,1.000488,4.034863,-0.001656,-0.001656,-0.048662,0.003618,0.003618,9.816753,0.010000
1.000472,1.000472,4.034868,-0.001620,-0.001620,-0.048597,0.003591,0.003591,9.816534,0.010000
1.000457,1.000457,4.034873,-0.001584,-0.001584,-0.048533,0.003565,0.003565,9.816319,0.010000
1.000442,1.000442,4.034880,-0.001549,-0.001549,-0.048472,0.003542,0.003542,9.816109,0.010000
1.000427,1.000427,4.034886,-0.001514,-0.001514,-0.048413,0.003439,0.003439,9.815901,0.010000
1.000412,1.000412,4.034894,-0.001481,-0.001481,-0.048356,0.003341,0.003341,9.815699,0.010000
1.000398,1.000398,4.034901,-0.001448,-0.001448,-0.048301,0.003250,0.003250,9.815499,0.010000
1.000383,1.000383,4.034909,-0.001417,-0.001417,-0.048248,0.003164,0.003164,9.815303,0.010000
1.000370,1.000370,4.034918,-0.001386,-0.001386,-0.048197,0.003084,0.003084,9.815112,0.010000
1.000356,1.000356,4.034927,-0.001356,-0.001356,-0.048148,0.003009,0.003009,9.814924,0.010000
1.000343,1.000343,4.034936,-0.001326,-0.001326,-0.048101,0.002938,0.002938,9.814741,0.010000
1.000330,1.000330,4.034946,-0.001298,-0.001298,-0.048055,0.002872,0.002872,9.814560,0.010000
1.000318,1.000318,4.034957,-0.001269,-0.001269,-0.048011,0.002810,0.002810,9.814384,0.010000
1.000306,1.000306,4.034968,-0.001242,-0.001242,-0.047969,0.002753,0.002753,9.814210,0.010000
1.000294,1.000294,4.034979,-0.001215,-0.001215,-0.047929,0.002699,0.002699,9.814039,0.010000
1.000282,1.000282,4.034991,-0.001188,-0.001188,-0.047890,0.002649,0.002649,9.813873,0.010000
1.000270,1.000270,4.035003,-0.001162,-0.001162,-0.047853,0.002603,0.002603,9.813709,0.010000
1.000259,1.000259,4.035016,-0.001137,-0.001137,-0.047817,0.002559,0.002559,9.813550,0.010000
1.000248,1.000248,4.035028,-0.001112,-0.001112,-0.047783,0.002519,0.002519,9.813394,0.010000
1.000237,1.000237,4.035042,-0.001087,-0.001087,-0.047751,0.002482,0.002482,9.813240,0.010000
1.000227,1.000227,4.035055,-0.001062,-0.001062,-0.047720,0.002448,0.002448,9.813089,0.010000
1.000217,1.000217,4.035069,-0.001038,-0.001038,-0.047691,0.002416,0.002416,9.812943,0.010000
1.000207,1.000207,4.035083,-0.001014,-0.001014,-0.047663,0.002387,0.002387,9.812800,0.010000
1.000197,1.000197,4.035097,-0.000991,-0.000991,-0.047636,0.002360,0.002360,9.812661,0.010000
1.000187,1.000187,4.035111,-0.000967,-0.000967,-0.047611,0.002336,0.002336,9.812524,0.010000
1.000178,1.000178,4.035126,-0.000944,-0.000944,-0.047587,0.002313,0.002313,9.812390,0.010000
1.000169,1.000169,4.035141,-0.000921,-0.000921,-0.047564,0.002293,0.002293,9.812260,0.010000
1.000160,1.000160,4.035156,-0.000899,-0.000899,-0.047543,0.002274,0.002274,9.812134,0.010000
1.000152,1.000152,4.035172,-0.000876,-0.000876,-0.047523,0.002257,0.002257,9.812008,0.010000
1.000143,1.000143,4.035187,-0.000854,-0.000854,-0.047504,0.002242,0.002242,9.811887,0.010000
1.000135,1.000135,4.035203,-0.000831,-0.000831,-0.047486,0.002228,0.002228,9.811768,0.010000
1.000127,1.000127,4.035219,-0.000809,-0.000809,-0.047470,0.002214,0.002214,9.811651,0.010000
1.000119,1.000119,4.035235,-0.000787,-0.000787,-0.047455,0.002201,0.002201,9.811539,0.010000
1.000111,1.000111,4.035251,-0.000767,-0.000767,-0.047440,0.001993,0.001993,9.811427,0.010000
1.000104,1.000104,4.035267,-0.000749,-0.000749,-0.047427,0.001798,0.001798,9.811319,0.010000
1.000097,1.000097,4.035284,-0.000733,-0.000733,-0.047415,0.001614,0.001614,9.811215,0.010000
1.000090,1.000090,4.035300,-0.000719,-0.000719,-0.047404,0.001442,0.001442,9.811113,0.010000
1.000083,1.000083,4.035317,-0.000706,-0.000706,-0.047394,0.001281,0.001281,9.811013,0.010000
1.000076,1.000076,4.035334,-0.000695,-0.000695,-0.047385,0.001130,0.001130,9.810917,0.010000
1.000069,1.000069,4.035350,-0.000685,-0.000685,-0.047376,0.000990,0.000990,9.810822,0.010000
1.000062,1.000062,4.035367,-0.000676,-0.000676,-0.047369,0.000858,0.000858,9.810731,0.010000
1.000056,1.000056,4.035384,-0.000669,-0.000669,-0.047363,0.000735,0.000735,9.810642,0.010000
1.000049,1.000049,4.035401,-0.000663,-0.000663,-0.047357,0.000621,0.000621,9.810556,0.010000
1.000042,1.000042,4.035418,-0.000657,-0.000657,-0.047352,0.000514,0.000514,9.810471,0.010000
1.000036,1.000036,4.035435,-0.000653,-0.000653,-0.047348,0.000415,0.000415,9.810388,0.010000
1.000029,1.000029,4.035452,-0.000650,-0.000650,-0.047345,0.000323,0.000323,9.810308,0.010000
1.000023,1.000023,4.035470,-0.000648,-0.000648,-0.047343,0.000238,0.000238,9.810229,0.010000
1.000017,1.000017,4.035487,-0.000646,-0.000646,-0.047342,0.000159,0.000159,9.810155,0.010000
1.000010,1.000010,4.035504,-0.000645,-0.000645,-0.047341,0.000086,0.000086,9.810081,0.010000
1.000004,1.000004,4.035521,-0.000645,-0.000645,-0.047341,0.000019,0.000019,9.810010,0.010000
0.999997,0.999997,4.035538,-0.000645,-0.000645,-0.047341,-0.000043,-0.000043,9.809941,0.010000
0.999991,0.999991,4.035555,-0.000646,-0.000646,-0.047342,-0.000100,-0.000100,9.809875,0.010000
0.999984,0.999984,4.035573,-0.000648,-0.000648,-0.047344,-0.000152,-0.000152,9.809810,0.010000
0.999978,0.999978,4.035590,-0.000648,-0.000648,-0.047347,-0.000003,-0.000003,9.809747,0.010000
0.999971,0.999971,4.035607,-0.000647,-0.000647,-0.047350,0.000138,0.000138,9.809687,0.010000
0.999965,0.999965,4.035624,-0.000644,-0.000644,-0.047354,0.000273,0.000273,9.809627,0.010000
0.999959,0.999959,4.035641,-0.000640,-0.000640,-0.047358,0.000401,0.000401,9.809569,0.010000
0.999952,0.999952,4.035657,-0.000635,-0.000635,-0.047363,0.000523,0.000523,9.809516,0.010000
0.999946,0.999946,4.035674,-0.000628,-0.000628,-0.047368,0.000639,0.000639,9.809464,0.010000
0.999940,0.999940,4.035691,-0.000621,-0.000621,-0.047374,0.000750,0.000750,9.809413,0.010000
0.999934,0.999934,4.035707,-0.000612,-0.000612,-0.047381,0.000854,0.000854,9.809364,0.010000
0.999928,0.999928,4.035724,-0.000603,-0.000603,-0.047387,0.000954,0.000954,9.809316,0.010000
0.999922,0.999922,4.035741,-0.000592,-0.000592,-0.047395,0.001048,0.001048,9.809270,0.010000
0.999916,0.999916,4.035757,-0.000581,-0.000581,-0.047402,0.001137,0.001137,9.809225,0.010000
0.999911,0.999911,4.035773,-0.000569,-0.000569,-0.047411,0.001222,0.001222,9.809183,0.010000
0.999905,0.999905,4.035789,-0.000556,-0.000556,-0.047419,0.001303,0.001303,9.809143,0.010000
0.999900,0.999900,4.035806,-0.000542,-0.000542,-0.047428,0.001379,0.001379,9.809104,0.010000
0.999894,0.999894,4.035822,-0.000527,-0.000527,-0.047438,0.001451,0.001451,9.809066,0.010000
0.999889,0.999889,4.035838,-0.000512,-0.000512,-0.047447,0.001519,0.001519,9.809030,0.010000
0.999885,0.999885,4.035854,-0.000496,-0.000496,-0.047457,0.001584,0.001584,9.808993,0.010000
0.999880,0.999880,4.035870,-0.000480,-0.000480,-0.047468,0.001644,0.001644,9.808960,0.010000
0.999875,0.999875,4.035885,-0.000465,-0.000465,-0.047478,0.001506,0.001506,9.808928,0.010000
0.999871,0.999871,4.035901,-0.000451,-0.000451,-0.047489,0.001375,0.001375,9.808897,0.010000
0.999866,0.999866,4.035916,-0.000438,-0.000438,-0.047501,0.001252,0.001252,9.808867,0.010000
0.999862,0.999862,4.035932,-0.000427,-0.000427,-0.047512,0.001136,0.001136,9.808840,0.010000
0.999858,0.999858,4.035947,-0.000417,-0.000417,-0.047524,0.001028,0.001028,9.808814,0.010000
0.999854,0.999854,4.035962,-0.000408,-0.000408,-0.047536,0.000926,0.000926,9.808789,0.010000
0.999850,0.999850,4.035977,-0.000399,-0.000399,-0.047549,0.000830,0.000830,9.808764,0.010000
0.999846,0.999846,4.035992,-0.000392,-0.000392,-0.047561,0.000740,0.000740,9.808743,0.010000
0.999842,0.999842,4.036006,-0.000385,-0.000385,-0.047574,0.000656,0.000656,9.808721,0.010000
0.999839,0.999839,4.036021,-0.000380,-0.000380,-0.047587,0.000578,0.000578,9.808700,0.010000
0.999835,0.999835,4.036036,-0.000374,-0.000374,-0.047600,0.000504,0.000504,9.808680,0.010000
0.999831,0.999831,4.036050,-0.000370,-0.000370,-0.047614,0.000435,0.000435,9.808662,0.010000
0.999828,0.999828,4.036064,-0.000366,-0.000366,-0.047627,0.000371,0.000371,9.808645,0.010000
0.999824,0.999824,4.036078,-0.000363,-0.000363,-0.047641,0.000312,0.000312,9.808629,0.010000
0.999820,0.999820,4.036092,-0.000361,-0.000361,-0.047655,0.000256,0.000256,9.808614,0.010000
0.999817,0.999817,4.036106,-0.000359,-0.000359,-0.047669,0.000205,0.000205,9.808600,0.010000
0.999813,0.999813,4.036119,-0.000357,-0.000357,-0.047683,0.000157,0.000157,9.808588,0.010000
0.999810,0.999810,4.036133,-0.000356,-0.000356,-0.047697,0.000113,0.000113,9.808574,0.010000
0.999806,0.999806,4.036146,-0.000355,-0.000355,-0.047712,0.000072,0.000072,9.808563,0.010000
0.999803,0.999803,4.036160,-0.000355,-0.000355,-0.047726,0.000034,0.000034,9.808554,0.010000
0.999799,0.999799,4.036172,-0.000355,-0.000355,-0.047741,-0.000001,-0.000001,9.808544,0.010000
0.999795,0.999795,4.036185,-0.000355,-0.000355,-0.047755,-0.000033,-0.000033,9.808536,0.010000
0.999792,0.999792,4.036198,-0.000356,-0.000356,-0.047770,-0.000063,-0.000063,9.808528,0.010000
0.999788,0.999788,4.036211,-0.000357,-0.000357,-0.047785,-0.000090,-0.000090,9.808521,0.010000
0.999785,0.999785,4.036223,-0.000358,-0.000358,-0.047800,-0.000114,-0.000114,9.808516,0.010000
0.999781,0.999781,4.036235,-0.000359,-0.000359,-0.047815,-0.000137,-0.000137,9.808511,0.010000
0.999777,0.999777,4.036247,-0.000361,-0.000361,-0.047830,-0.000157,-0.000157,9.808506,0.010000
0.999774,0.999774,4.036259,-0.000361,-0.000361,-0.047844,0.000021,0.000021,9.808504,0.010000
0.999770,0.999770,4.036271,-0.000359,-0.000359,-0.047859,0.000189,0.000189,9.808501,0.010000
0.999767,0.999767,4.036283,-0.000355,-0.000355,-0.047874,0.000349,0.000349,9.808498,0.010000
0.999763,0.999763,4.036294,-0.000350,-0.000350,-0.047890,0.000499,0.000499,9.808497,0.010000
0.999760,0.999760,4.036305,-0.000344,-0.000344,-0.047905,0.000642,0.000642,9.808497,0.010000
0.999757,0.999757,4.036317,-0.000336,-0.000336,-0.047920,0.000776,0.000776,9.808496,0.010000
0.999753,0.999753,4.036328,-0.000327,-0.000327,-0.047935,0.000903,0.000903,9.808496,0.010000
0.999750,0.999750,4.036339,-0.000317,-0.000317,-0.047950,0.001023,0.001023,9.808496,0.010000
0.999747,0.999747,4.036350,-0.000305,-0.000305,-0.047965,0.001136,0.001136,9.808497,0.010000
0.999744,0.999744,4.036360,-0.000295,-0.000295,-0.047980,0.001046,0.001046,9.808498,0.010000
0.999742,0.999742,4.036371,-0.000285,-0.000285,-0.047995,0.000962,0.000962,9.808502,0.010000
0.999739,0.999739,4.036381,-0.000277,-0.000277,-0.048010,0.000882,0.000882,9.808504,0.010000
0.999736,0.999736,4.036391,-0.000269,-0.000269,-0.048025,0.000806,0.000806,9.808508,0.010000
0.999734,0.999734,4.036401,-0.000261,-0.000261,-0.048039,0.000735,0.000735,9.808513,0.010000
0.999731,0.999731,4.036411,-0.000254,-0.000254,-0.048054,0.000669,0.000669,9.808517,0.010000
0.999729,0.999729,4.036421,-0.000248,-0.000248,-0.048069,0.000606,0.000606,9.808521,0.010000
0.999726,0.999726,4.036430,-0.000243,-0.000243,-0.048084,0.000547,0.000547,9.808527,0.010000
0.999724,0.999724,4.036440,-0.000238,-0.000238,-0.048098,0.000492,0.000492,9.808534,0.010000
0.999722,0.999722,4.036449,-0.000234,-0.000234,-0.048113,0.000440,0.000440,9.808539,0.010000
0.999719,0.999719,4.036458,-0.000230,-0.000230,-0.048128,0.000392,0.000392,9.808548,0.010000
0.999717,0.999717,4.036467,-0.000226,-0.000226,-0.048142,0.000346,0.000346,9.808555,0.010000
0.999715,0.999715,4.036476,-0.000223,-0.000223,-0.048156,0.000304,0.000304,9.808561,0.010000
0.999713,0.999713,4.036485,-0.000221,-0.000221,-0.048171,0.000264,0.000264,9.808568,0.010000
0.999711,0.999711,4.036493,-0.000218,-0.000218,-0.048185,0.000227,0.000227,9.808577,0.010000
0.999708,0.999708,4.036502,-0.000216,-0.000216,-0.048199,0.000192,0.000192,9.808585,0.010000
0.999706,0.999706,4.036510,-0.000215,-0.000215,-0.048213,0.000160,0.000160,9.808594,0.010000
0.999704,0.999704,4.036518,-0.000213,-0.000213,-0.048227,0.000130,0.000130,9.808604,0.010000
0.999702,0.999702,4.036526,-0.000212,-0.000212,-0.048241,0.000102,0.000102,9.808613,0.010000
0.999700,0.999700,4.036534,-0.000212,-0.000212,-0.048255,0.000077,0.000077,9.808622,0.010000
0.999698,0.999698,4.036542,-0.000211,-0.000211,-0.048269,0.000053,0.000053,9.808631,0.010000
0.999696,0.999696,4.036550,-0.000211,-0.000211,-0.048282,0.000031,0.000031,9.808642,0.010000
0.999694,0.999694,4.036557,-0.000211,-0.000211,-0.048296,0.000010,0.000010,9.808652,0.010000
0.999691,0.999691,4.036564,-0.000211,-0.000211,-0.048309,-0.000008,-0.000008,9.808661,0.010000
0.999689,0.999689,4.036572,-0.000211,-0.000211,-0.048322,-0.000026,-0.000026,9.808673,0.010000
0.999687,0.999687,4.036579,-0.000212,-0.000212,-0.048335,-0.000041,-0.000041,9.808684,0.010000
0.999685,0.999685,4.036586,-0.000212,-0.000212,-0.048349,-0.000056,-0.000056,9.808696,0.010000
0.999683,0.999683,4.036592,-0.000213,-0.000213,-0.048361,-0.000069,-0.000069,9.808705,0.010000
0.999681,0.999681,4.036599,-0.000214,-0.000214,-0.048374,-0.000082,-0.000082,9.808718,0.010000
0.999679,0.999679,4.036606,-0.000215,-0.000215,-0.048387,-0.000095,-0.000095,9.808729,0.010000
0.999677,0.999677,4.036613,-0.000216,-0.000216,-0.048400,-0.000108,-0.000108,9.808742,0.010000
0.999674,0.999674,4.036619,-0.000217,-0.000217,-0.048412,-0.000120,-0.000120,9.808752,0.010000
0.999672,0.999672,4.036625,-0.000218,-0.000218,-0.048424,-0.000132,-0.000132,9.808764,0.010000
0.999670,0.999670,4.036631,-0.000220,-0.000220,-0.048437,-0.000144,-0.000144,9.808778,0.010000
0.999668,0.999668,4.036637,-0.000219,-0.000219,-0.048449,0.000041,0.000041,9.808790,0.010000
0.999666,0.999666,4.036643,-0.000217,-0.000217,-0.048461,0.000217,0.000217,9.808804,0.010000
0.999664,0.999664,4.036648,-0.000213,-0.000213,-0.048473,0.000383,0.000383,9.808817,0.010000
0.999662,0.999662,4.036654,-0.000208,-0.000208,-0.048484,0.000539,0.000539,9.808828,0.010000
0.999660,0.999660,4.036659,-0.000201,-0.000201,-0.048496,0.000687,0.000687,9.808842,0.010000
0.999658,0.999658,4.036664,-0.000193,-0.000193,-0.048507,0.000826,0.000826,9.808855,0.010000
0.999656,0.999656,4.036670,-0.000183,-0.000183,-0.048519,0.000958,0.000958,9.808867,0.010000
0.999654,0.999654,4.036675,-0.000174,-0.000174,-0.048530,0.000885,0.000885,9.808881,0.010000
0.999653,0.999653,4.036680,-0.000166,-0.000166,-0.048541,0.000816,0.000816,9.808893,0.010000
0.999651,0.999651,4.036685,-0.000159,-0.000159,-0.048552,0.000752,0.000752,9.808906,0.010000
0.999650,0.999650,4.036690,-0.000152,-0.000152,-0.048563,0.000690,0.000690,9.808920,0.010000
0.999648,0.999648,4.036695,-0.000145,-0.000145,-0.048573,0.000633,0.000633,9.808932,0.010000
0.999647,0.999647,4.036699,-0.000140,-0.000140,-0.048584,0.000579,0.000579,9.808946,0.010000
0.999645,0.999645,4.036704,-0.000134,-0.000134,-0.048594,0.000528,0.000528,9.808958,0.010000
0.999644,0.999644,4.036708,-0.000129,-0.000129,-0.048605,0.000480,0.000480,9.808972,0.010000
0.999643,0.999643,4.036712,-0.000125,-0.000125,-0.048615,0.000434,0.000434,9.808986,0.010000
0.999642,0.999642,4.036716,-0.000121,-0.000121,-0.048625,0.000392,0.000392,9.809000,0.010000
0.999641,0.999641,4.036721,-0.000118,-0.000118,-0.048635,0.000352,0.000352,9.809011,0.010000
0.999639,0.999639,4.036725,-0.000115,-0.000115,-0.048644,0.000315,0.000315,9.809024,0.010000
0.999638,0.999638,4.036728,-0.000112,-0.000112,-0.048654,0.000280,0.000280,9.809039,0.010000
0.999637,0.999637,4.036732,-0.000109,-0.000109,-0.048664,0.000247,0.000247,9.809052,0.010000
0.999636,0.999636,4.036736,-0.000107,-0.000107,-0.048673,0.000217,0.000217,9.809066,0.010000
0.999635,0.999635,4.036740,-0.000105,-0.000105,-0.048682,0.000188,0.000188,9.809078,0.010000
0.999634,0.999634,4.036743,-0.000104,-0.000104,-0.048691,0.000161,0.000161,9.809091,0.010000
0.999633,0.999633,4.036747,-0.000102,-0.000102,-0.048700,0.000137,0.000137,9.809105,0.010000
0.999632,0.999632,4.036750,-0.000101,-0.000101,-0.048709,0.000113,0.000113,9.809118,0.010000
0.999631,0.999631,4.036753,-0.000100,-0.000100,-0.048718,0.000092,0.000092,9.809131,0.010000
0.999630,0.999630,4.036757,-0.000099,-0.000099,-0.048726,0.000072,0.000072,9.809143,0.010000
0.999629,0.999629,4.036760,-0.000099,-0.000099,-0.048735,0.000053,0.000053,9.809155,0.010000
0.999628,0.999628,4.036763,-0.000099,-0.000099,-0.048743,0.000036,0.000036,9.809168,0.010000
0.999627,0.999627,4.036766,-0.000098,-0.000098,-0.048751,0.000020,0.000020,9.809181,0.010000
0.999626,0.999626,4.036768,-0.000098,-0.000098,-0.048759,0.000006,0.000006,9.809196,0.010000
0.999625,0.999625,4.036771,-0.000098,-0.000098,-0.048767,-0.000008,-0.000008,9.809208,0.010000
0.999624,0.999624,4.036774,-0.000099,-0.000099,-0.048775,-0.000021,-0.000021,9.809219,0.010000
0.999623,0.999623,4.036777,-0.000099,-0.000099,-0.048783,-0.000035,-0.000035,9.809233,0.010000
0.999622,0.999622,4.036779,-0.000099,-0.000099,-0.048790,-0.000048,-0.000048,9.809244,0.010000
0.999621,0.999621,4.036782,-0.000100,-0.000100,-0.048798,-0.000061,-0.000061,9.809257,0.010000
0.999620,0.999620,4.036784,-0.000101,-0.000101,-0.048805,-0.000074,-0.000074,9.809269,0.010000
0.999619,0.999619,4.036787,-0.000102,-0.000102,-0.048812,-0.000087,-0.000087,9.809281,0.010000
0.999618,0.999618,4.036789,-0.000103,-0.000103,-0.048819,-0.000100,-0.000100,9.809295,0.010000
0.999617,0.999617,4.036791,-0.000104,-0.000104,-0.048826,-0.000113,-0.000113,9.809305,0.010000
0.999616,0.999616,4.036793,-0.000105,-0.000105,-0.048833,-0.000125,-0.000125,9.809317,0.010000
0.999615,0.999615,4.036795,-0.000106,-0.000106,-0.048840,-0.000137,-0.000137,9.809329,0.010000
0.999614,0.999614,4.036797,-0.000108,-0.000108,-0.048846,-0.000149,-0.000149,9.809341,0.010000
0.999613,0.999613,4.036799,-0.000109,-0.000109,-0.048853,-0.000161,-0.000161,9.809354,0.010000
0.999611,0.999611,4.036801,-0.000111,-0.000111,-0.048859,-0.000172,-0.000172,9.809366,0.010000
0.999610,0.999610,4.036803,-0.000113,-0.000113,-0.048865,-0.000183,-0.000183,9.809378,0.010000
0.999609,0.999609,4.036805,-0.000115,-0.000115,-0.048871,-0.000193,-0.000193,9.809388,0.010000
0.999608,0.999608,4.036807,-0.000117,-0.000117,-0.048877,-0.000203,-0.000203,9.809400,0.010000
0.999607,0.999607,4.036808,-0.000119,-0.000119,-0.048883,-0.000213,-0.000213,9.809409,0.010000
0.999606,0.999606,4.036809,-0.000121,-0.000121,-0.048889,-0.000222,-0.000222,9.809422,0.010000
0.999604,0.999604,4.036811,-0.000124,-0.000124,-0.048895,-0.000231,-0.000231,9.809433,0.010000
0.999603,0.999603,4.036812,-0.000126,-0.000126,-0.048900,-0.000240,-0.000240,9.809445,0.010000
0.999602,0.999602,4.036814,-0.000127,-0.000127,-0.048906,-0.000051,-0.000051,9.809457,0.010000
0.999601,0.999601,4.036815,-0.000125,-0.000125,-0.048911,0.000128,0.000128,9.809467,0.010000
0.999599,0.999599,4.036817,-0.000122,-0.000122,-0.048916,0.000297,0.000297,9.809477,0.010000
0.999598,0.999598,4.036818,-0.000118,-0.000118,-0.048922,0.000457,0.000457,9.809487,0.010000
0.999597,0.999597,4.036819,-0.000112,-0.000112,-0.048927,0.000608,0.000608,9.809497,0.010000
0.999596,0.999596,4.036820,-0.000104,-0.000104,-0.048932,0.000750,0.000750,9.809505,0.010000
0.999595,0.999595,4.036821,-0.000097,-0.000097,-0.048936,0.000688,0.000688,9.809517,0.010000
0.999594,0.999594,4.036822,-0.000091,-0.000091,-0.048941,0.000630,0.000630,9.809527,0.010000
0.999593,0.999593,4.036823,-0.000085,-0.000085,-0.048946,0.000575,0.000575,9.809538,0.010000
0.999593,0.999593,4.036824,-0.000080,-0.000080,-0.048950,0.000523,0.000523,9.809548,0.010000
0.999592,0.999592,4.036825,-0.000075,-0.000075,-0.048955,0.000474,0.000474,9.809557,0.010000
0.999591,0.999591,4.036826,-0.000071,-0.000071,-0.048959,0.000428,0.000428,9.809566,0.010000
0.999591,0.999591,4.036827,-0.000067,-0.000067,-0.048963,0.000385,0.000385,9.809576,0.010000
0.999590,0.999590,4.036828,-0.000064,-0.000064,-0.048967,0.000345,0.000345,9.809585,0.010000
0.999589,0.999589,4.036829,-0.000061,-0.000061,-0.048971,0.000307,0.000307,9.809593,0.010000
0.999589,0.999589,4.036830,-0.000058,-0.000058,-0.048975,0.000272,0.000272,9.809603,0.010000
0.999588,0.999588,4.036830,-0.000055,-0.000055,-0.048979,0.000239,0.000239,9.809610,0.010000
0.999588,0.999588,4.036831,-0.000053,-0.000053,-0.048983,0.000208,0.000208,9.809620,0.010000
0.999587,0.999587,4.036831,-0.000052,-0.000052,-0.048987,0.000179,0.000179,9.809629,0.010000
0.999587,0.999587,4.036832,-0.000050,-0.000050,-0.048990,0.000152,0.000152,9.809639,0.010000
0.999586,0.999586,4.036832,-0.000049,-0.000049,-0.048994,0.000127,0.000127,9.809648,0.010000
0.999586,0.999586,4.036833,-0.000048,-0.000048,-0.048997,0.000104,0.000104,9.809656,0.010000
0.999585,0.999585,4.036833,-0.000047,-0.000047,-0.049001,0.000082,0.000082,9.809665,0.010000
0.999585,0.999585,4.036834,-0.000046,-0.000046,-0.049004,0.000062,0.000062,9.809672,0.010000
0.999584,0.999584,4.036834,-0.000046,-0.000046,-0.049007,0.000044,0.000044,9.809681,0.010000
0.999584,0.999584,4.036835,-0.000046,-0.000046,-0.049010,0.000026,0.000026,9.809689,0.010000
0.999583,0.999583,4.036835,-0.000046,-0.000046,-0.049013,0.000010,0.000010,9.809695,0.010000
0.999583,0.999583,4.036836,-0.000046,-0.000046,-0.049016,-0.000004,-0.000004,9.809704,0.010000
0.999583,0.999583,4.036836,-0.000046,-0.000046,-0.049019,-0.000018,-0.000018,9.809711,0.010000
0.999582,0.999582,4.036837,-0.000046,-0.000046,-0.049022,-0.000031,-0.000031,9.809717,0.010000
0.999582,0.999582,4.036837,-0.000047,-0.000047,-0.049025,-0.000044,-0.000044,9.809724,0.010000
0.999581,0.999581,4.036837,-0.000047,-0.000047,-0.049028,-0.000058,-0.000058,9.809732,0.010000
0.999581,0.999581,4.036837,-0.000048,-0.000048,-0.049030,-0.000071,-0.000071,9.809739,0.010000
0.999580,0.999580,4.036837,-0.000049,-0.000049,-0.049033,-0.000084,-0.000084,9.809748,0.010000
0.999580,0.999580,4.036837,-0.000050,-0.000050,-0.049035,-0.000097,-0.000097,9.809755,0.010000
